id,category,name,mainIngredients,subIngredients,seasonings,externalProvider,externalLinkType,externalUrl,note
151,간편,김치볶음밥,"김치, 밥","계란, 대파, 햄","간장, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B9%80%EC%B9%98%EB%B3%B6%EC%9D%8C%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
152,간편,참치김치볶음밥,"김치, 참치캔, 밥","계란, 대파, 김가루","간장, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%B0%B8%EC%B9%98%EA%B9%80%EC%B9%98%EB%B3%B6%EC%9D%8C%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
153,간편,스팸김치볶음밥,"김치, 스팸, 밥","계란, 대파","간장, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%8A%A4%ED%8C%B8%EA%B9%80%EC%B9%98%EB%B3%B6%EC%9D%8C%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
154,간편,계란볶음밥,"계란, 밥","대파, 당근, 햄","간장, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B3%84%EB%9E%80%EB%B3%B6%EC%9D%8C%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
155,간편,새우볶음밥,"새우, 밥","계란, 대파, 당근","간장, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%83%88%EC%9A%B0%EB%B3%B6%EC%9D%8C%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
156,간편,야채볶음밥,"밥, 야채","계란, 햄, 대파","간장, 참기름, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%95%BC%EC%B1%84%EB%B3%B6%EC%9D%8C%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
157,간편,카레라이스,"카레, 밥","감자, 당근, 양파, 고기","카레가루, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%B9%B4%EB%A0%88%EB%9D%BC%EC%9D%B4%EC%8A%A4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
158,간편,짜장밥,"짜장소스, 밥","양파, 돼지고기, 감자","춘장, 설탕, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%A7%9C%EC%9E%A5%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
159,간편,오므라이스,"밥, 계란","양파, 당근, 햄","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%98%A4%EB%AF%80%EB%9D%BC%EC%9D%B4%EC%8A%A4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
160,간편,비빔밥,"밥, 나물","계란, 고추장, 김가루","참기름, 통깨",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%B9%84%EB%B9%94%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
161,간편,콩나물밥,"콩나물, 밥","소고기, 대파","국간장, 소금, 참기름, 다진마늘",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%BD%A9%EB%82%98%EB%AC%BC%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
162,간편,참치마요덮밥,"참치캔, 밥","계란, 김가루, 양파","마요네즈, 간장, 설탕, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%B0%B8%EC%B9%98%EB%A7%88%EC%9A%94%EB%8D%AE%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
163,간편,스팸마요덮밥,"스팸, 밥","계란, 김가루, 양파","마요네즈, 간장, 설탕, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%8A%A4%ED%8C%B8%EB%A7%88%EC%9A%94%EB%8D%AE%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
164,간편,제육덮밥,"제육볶음, 밥","양파, 대파","고추장, 고춧가루, 간장, 다진마늘, 설탕",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%A0%9C%EC%9C%A1%EB%8D%AE%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
165,간편,불고기덮밥,"불고기, 밥","양파, 버섯, 대파","간장, 설탕, 다진마늘, 참기름, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%B6%88%EA%B3%A0%EA%B8%B0%EB%8D%AE%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
166,간편,오징어덮밥,"오징어, 밥","양파, 양배추, 대파","간장, 설탕, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%98%A4%EC%A7%95%EC%96%B4%EB%8D%AE%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
167,간편,치킨마요덮밥,"닭고기, 밥","계란, 김가루, 양파","마요네즈, 간장, 다진마늘, 설탕, 식용유",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%B9%98%ED%82%A8%EB%A7%88%EC%9A%94%EB%8D%AE%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
168,간편,장조림버터밥,"장조림, 밥","계란, 버터, 김가루","간장, 설탕, 맛술, 다진마늘",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%9E%A5%EC%A1%B0%EB%A6%BC%EB%B2%84%ED%84%B0%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
169,간편,계란간장밥,"계란, 밥","간장, 참기름, 김가루","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B3%84%EB%9E%80%EA%B0%84%EC%9E%A5%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
170,간편,버터간장계란밥,"계란, 밥, 버터","김가루, 대파","간장, 소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%B2%84%ED%84%B0%EA%B0%84%EC%9E%A5%EA%B3%84%EB%9E%80%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
171,간편,김밥,"밥, 김","단무지, 계란, 햄, 당근","소금, 참기름, 통깨",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B9%80%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
172,간편,참치김밥,"참치캔, 밥, 김","단무지, 계란, 깻잎","소금, 참기름, 통깨",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%B0%B8%EC%B9%98%EA%B9%80%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
173,간편,치즈김밥,"치즈, 밥, 김","햄, 단무지, 계란","소금, 참기름, 통깨",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%B9%98%EC%A6%88%EA%B9%80%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
174,간편,스팸김밥,"스팸, 밥, 김","계란, 단무지, 당근","소금, 참기름, 통깨",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%8A%A4%ED%8C%B8%EA%B9%80%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
175,간편,유부초밥,"유부, 밥","참치, 계란, 오이","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%9C%A0%EB%B6%80%EC%B4%88%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
176,간편,잔치국수,소면,"계란, 애호박, 김가루","간장, 식초, 설탕, 고추장",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%9E%94%EC%B9%98%EA%B5%AD%EC%88%98&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
177,간편,비빔국수,"소면, 고추장","오이, 계란, 김치","간장, 식초, 설탕",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%B9%84%EB%B9%94%EA%B5%AD%EC%88%98&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
178,간편,열무국수,"소면, 열무김치","오이, 계란","간장, 식초, 설탕, 고추장",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%97%B4%EB%AC%B4%EA%B5%AD%EC%88%98&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
179,간편,냉면,냉면사리,"계란, 오이, 무절임","냉면육수, 식초, 겨자",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%83%89%EB%A9%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
180,간편,비빔냉면,"냉면사리, 비빔장","계란, 오이","냉면육수, 식초, 겨자",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%B9%84%EB%B9%94%EB%83%89%EB%A9%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
181,간편,칼국수,칼국수면,"감자, 애호박, 바지락","국간장, 소금, 다진마늘",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%B9%BC%EA%B5%AD%EC%88%98&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
182,간편,수제비,수제비반죽,"감자, 애호박, 양파","국간장, 소금, 다진마늘",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%88%98%EC%A0%9C%EB%B9%84&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
183,간편,라면,라면,"계란, 대파",라면스프,만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%9D%BC%EB%A9%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
184,간편,떡라면,"라면, 떡","계란, 대파",라면스프,만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%96%A1%EB%9D%BC%EB%A9%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
185,간편,김치라면,"라면, 김치","계란, 대파",라면스프,만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B9%80%EC%B9%98%EB%9D%BC%EB%A9%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
186,간편,만두라면,"라면, 만두","계란, 대파",라면스프,만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%A7%8C%EB%91%90%EB%9D%BC%EB%A9%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
187,간편,떡볶이,"떡볶이떡, 어묵","대파, 양배추, 계란","고추장, 고춧가루, 설탕, 간장",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%96%A1%EB%B3%B6%EC%9D%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
188,간편,라볶이,"라면사리, 떡볶이떡","어묵, 계란, 대파","고추장, 고춧가루, 설탕, 간장",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%9D%BC%EB%B3%B6%EC%9D%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
189,간편,쫄면,쫄면사리,"오이, 양배추, 계란","고추장, 식초, 설탕, 참기름",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%AB%84%EB%A9%B4&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
190,간편,비빔만두,"만두, 야채","오이, 양배추, 당근","간장, 식초",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%B9%84%EB%B9%94%EB%A7%8C%EB%91%90&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
191,간편,군만두,만두,"양념장, 대파","간장, 식초",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B5%B0%EB%A7%8C%EB%91%90&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
192,간편,물만두,만두,"대파, 초간장","간장, 식초",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%AC%BC%EB%A7%8C%EB%91%90&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
193,간편,만두국,만두,"계란, 대파, 떡","간장, 식초",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EB%A7%8C%EB%91%90%EA%B5%AD&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
194,간편,샌드위치,"식빵, 계란","햄, 치즈, 양상추","마요네즈, 소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%83%8C%EB%93%9C%EC%9C%84%EC%B9%98&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
195,간편,계란샌드위치,"식빵, 계란","마요네즈, 오이","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B3%84%EB%9E%80%EC%83%8C%EB%93%9C%EC%9C%84%EC%B9%98&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
196,간편,참치샌드위치,"식빵, 참치캔","마요네즈, 양파, 오이","소금, 후추",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%B0%B8%EC%B9%98%EC%83%8C%EB%93%9C%EC%9C%84%EC%B9%98&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
197,간편,길거리토스트,"식빵, 계란","양배추, 당근, 햄","버터, 설탕, 케첩",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EA%B8%B8%EA%B1%B0%EB%A6%AC%ED%86%A0%EC%8A%A4%ED%8A%B8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
198,간편,프렌치토스트,"식빵, 계란, 우유","버터, 설탕",케첩,만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%ED%94%84%EB%A0%8C%EC%B9%98%ED%86%A0%EC%8A%A4%ED%8A%B8&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
199,간편,주먹밥,"밥, 김가루","참치, 멸치, 단무지","참기름, 소금, 통깨",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%A3%BC%EB%A8%B9%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
200,간편,참치주먹밥,"밥, 참치캔","김가루, 마요네즈, 단무지","참기름, 소금, 통깨",만개의레시피,search_results,https://www.10000recipe.com/recipe/list.html?q=%EC%B0%B8%EC%B9%98%EC%A3%BC%EB%A8%B9%EB%B0%A5&order=reco&page=1,MVP용 만개의레시피 검색결과 링크. 대표 상세 레시피 URL은 추후 수집기/수동검수로 확정 권장.
